Title,Link
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/
"Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167060/
Spaceflight induces changes in gene expression profiles linked to insulin and estrogen,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/
Protective alleles and precision healthcare in crewed spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/
To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/
Growth chambers on the International Space Station for large plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/
Microbiological and nutritional analysis of lettuce crops grown on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/
Natural variation in the expression of ORGANIC CATION TRANSPORTER 1 affects root length responses to cadaverine in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/
Auxin: Shape matters.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710492/
Gravity signaling in flowering plant roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/
Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/
Low-speed clinorotation of Brachypodium distachyon and Arabidopsis thaliana seedlings triggers root tip curvatures that are reminiscent of gravitropism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/
New device for high-throughput viability screening of flow biofilms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/
Sigma S-dependent antioxidant defense protects stationary-phase Escherichia coli against the bactericidal antibiotic gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187989/
Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217198/
Microgravity alters the expression of salivary proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/
Salivary Gland Protein Expression after Bion-M1 and Space Shuttle STS-135 Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/
Response of the mouse sublingual gland to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/
Effects of spaceflight on the mouse submandibular gland,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/
"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/
The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/
The cyclic nucleotide-gated channel CNGC14 regulates root gravitropism in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/
Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/
Persistent NF-κB activation in muscle stem cells induces proliferation-independent telomere shortening,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/
Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/
"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/
Ethylene-induced flavonol accumulation in guard cells suppresses reactive oxygen species and modulates stomatal aperture,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/
Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/
Endosidin2 targets conserved exocyst complex subunit EXO70 to inhibit exocytosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/
"A conditional mutation in SCD1 reveals linkage between PIN protein trafficking, auxin transport, gravitropism, and lateral root initiation.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/
"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/
Changes in nuclear shape and gene expression in response to simulated microgravity are LINC complex-dependent.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/
"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/
Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/
"Exposure of Bacillus subtilis to low pressure (5 kilopascals) induces several global regulons, including those involved in the SigB-mediated general stress response",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/
"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/
Cultivation of Staphylococcus epidermidis in the human spaceflight environment leads to alterations in the frequency and spectrum of spontaneous rifampicin-resistance mutations in the rpoB gene,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/
Experimental Evolution of Bacillus subtilis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11673879/
Cultivation in space flight produces minimal alterations in the susceptibility of Bacillus subtilis cells to 72 different antibiotics and growth-inhibiting compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/
Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/
Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/
Environmental dependence of competitive fitness in rifampin-resistant rpoB mutants of Bacillus subtilis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/
Analysis of interactions of Salmonella type three secretion mutants with 3-D intestinal epithelial cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/
Organotypic 3D cell culture models: using the rotating wall vessel to study host-pathogen interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/
Induction of attachment-independent biofilm formation and repression of Hfq expression by low-fluid-shear culture of Staphylococcus aureus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/
Characterization of the Salmonella enterica serovar Typhimurium ydcI gene which encodes a conserved DNA binding protein required for full acid stress resistance.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/
Evaluation of microorganisms cultured from injured and repressed tissue regeneration sites in endangered giant aquatic Ozark Hellbender salamanders.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/
Transcriptional and proteomic responses of Pseudomonas aeruginosa PAO1 to spaceflight conditions involve Hfq regulation and reveal a role for oxygen.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/
New insights into the bacterial fitness-associated mechanisms revealed by the characterization of large plasmids of an avian pathogenic E. coli,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/
Lack of norovirus replication and histo-blood group antigen expression in 3-dimensional intestinal epithelial cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/
Conservation of the low-shear modeled microgravity response in Enterobacteriaceae and analysis of the trp genes in this response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/
Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/
Effects of Sex and Gender on Adaptation to Space: Immune System,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/
Recellularization of decellularized lung scaffolds is enhanced by dynamic suspension culture.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/
Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/
Modeling Host-Pathogen Interactions in the Context of the Microenvironment: 3-D Cell Culture Comes of Age.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/
Evaluating the effect of spaceflight on the host–pathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/
Rapid phenotypic response of LSMMG-'primed' Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888247/
Spaceflight enhances cell aggregation and random budding in Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3851762/
"Growth and antifungal resistance of the pathogenic yeast, Candida albicans, in the microgravity environment of the International Space Station: An aggregate of multiple flight experiences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067245/
NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/
Challenges and considerations for single-cell and spatially resolved transcriptomics sample collection during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9701605/
Direct RNA sequencing of astronaut blood reveals spaceflight-associated m6A increases and hematopoietic transcriptional responses,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166648/
Collection of biospecimens from the inspiration4 mission establishes the standards for the space omics and medical atlas (SOMA),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166662/
Microfluidics-enabled method to identify modes of Caenorhabditis elegans paralysis in four anthelmintics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3838407/
Multiparameter behavioral analyses provide insights to mechanisms of cyanide resistance in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3748764/
Growth performance and root transcriptome remodeling of Arabidopsis in response to Mars-like levels of magnesium sulfate.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2925951/
The 14-3-3 proteins of Arabidopsis regulate root growth and chloroplast development as components of the photosensory system.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3350920/
14-3-3 phosphoprotein interaction networks - does isoform diversity present functional interaction specification?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3422896/
Plant growth strategies are remodeled by spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11869762/
Spaceflight transcriptomes: unique responses to a novel environment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10712242/
Fundamental plant biology enabled by the space shuttle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6143729/
Organ-specific remodeling of the Arabidopsis transcriptome in response to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10058394/
A method for preparing spaceflight RNAlater-fixed Arabidopsis thaliana (Brassicaceae) tissue for scanning electron microscopy.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4103452/
ARG1 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8024390/
A Member of the CONSTANS-Like Protein Family is a Putative Regulator of ROS Homeostasis and Spaceflight Physiological Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6348315/
HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6359015/
Neutrophil to Lymphocyte ratio: A biomarker to monitor the immune status of astronauts.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7667275/
Beyond low-Earth orbit: Characterizing immune and microRNA differentials following simulated deep spaceflight conditions in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756144/
Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8169688/
Epigenomic regulators elongator complex subunit 2 and methyltransferase 1 differentially condition the spaceflight response in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8475764/
Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098553/
Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10503492/
Utilizing the KSC fixation tube to conduct human-tended plant biology experiments on a suborbital spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9693084/
Changes in Mouse Thymus and Spleen after Return from the STS-135 Mission in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3792163/
Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430214/
Changes in the distribution and function of leukocytes after whole-body iron ion irradiation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5045078/
Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443495/
Spaceflight Activates Autophagy Programs and the Proteasome in Mouse Liver,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666744/
Vive la radiorésistance!: Converging research in radiobiology and biogerontology to enhance human radioresistance for deep space exploration and colonization.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5865701/
Proteomic analysis of mouse brain subjected to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6337482/
Transcriptomic effects on the mouse heart following 30 days on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953463/
Spaceflight-induced gene expression profiles in the mouse brain are attenuated by treatment with the antioxidant BuOE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10487739/
Basal signaling regulates plant growth and development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11942576/
Phosphoinositide-signaling is one component of a robust plant defense response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4052902/
Uncovering transcriptional responses to fractional gravity in Arabidopsis roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8539686/
Conserved plant transcriptional responses to microgravity from two consecutive spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10800490/
RNAseq analysis of rodent spaceflight experiments is confounded by sample collection techniques,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756143/
Functional changes in the snail statocyst system elicited by microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3066201/
Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11324864/
Multi-analyte biochip (MAB) based on all-solid-state ion-selective electrodes (ASSISE) for physiological research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3665236/
Lab-on-a-chip approaches for space-biology research.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10470837/
Plant chemical genomics: gravity sensing and response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10386755/
The interaction of vortical flows with red cells in venous valve mimics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8896891/
Mammalian and Invertebrate Models as Complementary Tools for Gaining Mechanistic Insight on Muscle Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8430797/
Investigation of simulated microgravity effects on Streptococcus mutans physiology and global gene expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460135/
Altered quorum sensing and physiology of Staphylococcus aureus during spaceflight detected by multi-omics data analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10774393/
Homotypic vacuole fusion requires VTI11 and is regulated by phosphoinositides,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6126739/
REGULATOR OF BULB BIOGENESIS1 (RBB1) Is Involved in Vacuole Bulb Formation in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411111/
"Phosphoinositides control the localization of HOPS subunit VPS41, which together with VPS33 mediates vacuole fusion in plants.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6126739/
Microgravity enhances the phenotype of Arabidopsis zigzag-1 and reduces the Wortmannin-induced vacuole fusion in root cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9445043/
Hypergravity disruption of homeorhetic adaptations to lactation in rat dams include changes in circadian clocks,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509447/
Intrauterine exposure to maternal stress alters Bdnf IV DNA methylation and telomere length in the brain of adult rat offspring.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5600826/
Influence of gonadectomy on muscle health in micro- and partial-gravity environments in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10831389/
Sex differences in muscle health in simulated micro- and partial-gravity environments in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10831389/
Brassinazole resistant 1 (BZR1)-dependent brassinosteroid signalling pathway leads to ectopic activation of quiescent cell division and suppresses columella stem cell differentiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4507784/
Proteomic study of microsomal proteins reveals a key role for Arabidopsis Annexin 1 in mediating heat stress-induced increase in intracellular calcium levels.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4349987/
Apyrase inhibitors enhance the ability of diverse fungicides to inhibit the growth of different plant-pathogenic fungi,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6638264/
ANN1 and ANN2 Function in Post-Phloem Sugar Transport in Root Tips to Affect Primary Root Growth,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6130020/
Mitochondria-targeted human catalase in the mouse longevity MCAT model mitigates head-tilt bedrest-induced neuro-inflammation in the hippocampus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695374/
Structural and functional properties of bone are compromised in amyotrophic lateral sclerosis mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141014/
Longitudinal time course of muscle impairments during partial weight-bearing in rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6706399/
The partial weight-bearing rat model using a pelvic harness does not impact stress or hindlimb blood flow.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034070/
Dose-dependent skeletal deficits due to varied reductions in mechanical loading in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7235020/
Approaching Gravity as a Continuum Using the Rat Partial Weight-Bearing Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7599661/
Hindlimb suspension in Wistar rats: Sex-based differences in muscle response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8493566/
Adaptation to full weight-bearing following disuse in rats: The impact of biological sex on musculoskeletal recovery,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10926278/
Effects of liquid cultivation on gene expression and phenotype of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6069985/
Transcriptomic Signature of the Simulated Microgravity Response in Caenorhabditis elegans and Comparison to Spaceflight Experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9856674/
Enabling clonal analyses of yeast in outer space by encapsulation and desiccation in hollow microparticles.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9410522/
Caenorhabditis elegans in microgravity: An omics perspective,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10344948/
Dried plum diet protects from bone loss caused by ionizing radiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4750446/
Dietary countermeasure mitigates simulated spaceflight-induced osteopenia in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7162976/
Simulated microgravity alters gene regulation linked to immunity and cardiovascular disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11353732/
Autophagy and its consequences for platelet biology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11953390/
A new role of NAP1L1 in megakaryocytes and human platelets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9737020/
Evaluation of rodent spaceflight in the NASA animal enclosure module for an extended operational period (up to 35 days),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515519/
Morphology of Penicillium rubens Biofilms Formed in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10144393/
Explainable machine learning identifies multi-omics signatures of muscle response to spaceflight in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10719374/
Microbial adaptation to spaceflight is correlated with bacteriophage-encoded functions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11096397/
Influence of the spaceflight environment on macrophage lineages,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166655/
MARSBOx: Fungal and bacterial endurance from a balloon-flown analog mission in the stratosphere,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7937622/
In situ linkage of fungal and bacterial proliferation to microbiologically influenced corrosion in B20 biodiesel storage tanks.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7055474/
"Identification of metagenome-assembled genomes containing antimicrobial resistance genes, isolated from an advanced water treatment facility.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7118179/
Nature of pre-earthquake phenomena and their effects on living organisms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4494396/
The rapid diagnosis and effective inhibition of coronavirus using spike antibody attached gold nanoparticles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8323809/
Blocking SARS-CoV-2 Delta variant (B.1.617.2) spike protein receptor-binding domain binding with the ACE2 receptor of the host cell and inhibiting virus infections using human host defense peptide-conjugated graphene quantum dots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8886715/
Safety and pharmacokinetics of intranasally administered heparin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8890767/
Inhibition of SARS-CoV-2 wild-type (Wuhan-Hu-1) and Delta (B.1.617.2) strains by marine sulfated glycans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9487896/
Inhibition of Cytomegalovirus by Pentacta pygmaea Fucosylated Chondroitin Sulfate Depends on Its Molecular Weight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10142442/
Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/
